x, y, x_pixel, y_pixel,x_mm,y_mm
0,0,154.30209350585938,367.23150634765625,3.7386330593558768,4.503571570687363
10,0,212.1905059814453,359.1672058105469,13.158667197546453,3.152568351661877
20,0,269.5045471191406,352.8626403808594,22.314936956538414,2.0932162743543685
30,0,329.1634521484375,346.9854736328125,31.6886848799827,1.1031545370703029
40,0,391.1298828125,340.90771484375,41.277844747496275,0.07670786540275287
50,0,454.554443359375,336.7460021972656,50.95866148063719,-0.6276826258490402
60,0,518.6176147460938,333.6031799316406,60.61849302469379,-1.1604559109442079
70,0,583.9971923828125,330.2565612792969,70.3718930679089,-1.7285725274412727
80,0,649.269775390625,328.3147277832031,80.02131050784762,-2.058592906636079
90,0,714.5140991210938,328.04522705078125,89.5988085865474,-2.1044172823592078
100,0,781.1445922851562,327.8715515136719,99.3366774700311,-2.1339511400880724
110,0,846.4885864257812,328.6493225097656,108.87953335878841,-2.001707443748792
120,0,911.78857421875,331.53240966796875,118.45531713831592,-1.5118896905544972
130,0,976.1051635742188,333.6109313964844,127.9814502097435,-1.1591409923782479
140,0,1039.4635009765625,337.47821044921875,137.51979660817508,-0.5036616126674787
150,0,1102.2174072265625,341.0157165527344,147.18005258167645,0.0949710497404439
160,0,1163.09326171875,345.4123840332031,156.80267261775523,0.8377362080969348
170,0,1223.4957275390625,351.4460144042969,166.61752144121388,1.854796873246194
180,0,1280.123291015625,357.7612609863281,176.03917599995427,2.9165696533467482
190,0,1336.38330078125,365.7868347167969,185.52879971950122,4.261877301453389
200,0,1389.6365966796875,373.250732421875,194.47763009052164,5.509053281885436
0,10,147.47694396972656,423.501953125,2.6155237098744415,13.810080363988071
10,10,204.9326629638672,416.5318603515625,11.987561361718594,12.668309277421336
20,10,264.7197570800781,409.9186096191406,21.556486175142535,11.582197228712452
30,10,324.5790100097656,404.1979675292969,30.973559760738137,10.640455817379795
40,10,386.2076721191406,399.52630615234375,40.52113179622668,9.869851935136602
50,10,450.62896728515625,394.4659729003906,50.3630655746836,9.033548344007876
60,10,515.5009155273438,391.9075012207031,60.15102987338172,8.610086259571482
70,10,580.6109619140625,388.3552551269531,69.86905624957724,8.021430327401426
80,10,647.9315795898438,387.6047973632813,79.82423812625008,7.896962277369816
90,10,714.4653930664062,385.928466796875,89.59167793873029,7.618800280550694
100,10,781.3786010742188,386.3397216796875,99.3708404784041,7.687059432377573
110,10,847.3851318359375,386.169677734375,109.01062042139874,7.658837321015049
120,10,913.3812255859376,388.9226989746094,118.68982307081448,8.11551914820334
130,10,979.0006713867188,391.2179870605469,128.41353027694524,8.495888565390366
140,10,1043.0765380859375,394.9969787597656,138.06966572782062,9.121384112024238
150,10,1106.74853515625,398.6730346679688,147.8872699012502,9.728950732256102
160,10,1168.9366455078125,402.8349609375,157.74050415496083,10.415768864118938
170,10,1229.5733642578125,408.49993896484375,167.619397095807,11.34884659151556
180,10,1286.737060546875,414.3605041503906,177.15042800196485,12.312003963211886
190,10,1343.50537109375,422.5015563964844,186.7319341993117,13.64639004660632
200,10,1397.51171875,428.5904846191406,195.78448559917814,14.641747168900416
0,20,141.23338317871094,481.2569885253906,1.5856938731891361,23.159969889306673
10,20,199.0782470703125,475.8760681152344,11.040900293550717,22.29689713475394
20,20,259.04443359375,469.46966552734375,20.65552048236327,21.267255055549022
30,20,320.9939270019531,463.5115661621094,30.41374631548656,20.307603790301663
40,20,383.0476379394531,458.7179565429688,40.03489104798015,19.53405455169071
50,20,447.6978454589844,454.7047729492188,49.91804564461775,18.885432195746752
60,20,513.2133178710938,452.0137634277344,59.807766379269964,18.44998502177362
70,20,579.4138793945312,449.3884582519531,69.691239301152,18.024764336509797
80,20,647.6532592773438,448.56243896484375,79.78324749350632,17.890890817198816
90,20,715.3070068359375,446.4700927734375,89.71488521524881,17.55160506561031
100,20,781.5167846679688,446.8787231445313,99.39101274126763,17.617887044458136
110,20,849.3604125976562,447.7556762695313,109.29945726517984,17.760100450871967
120,20,916.183837890625,449.8555603027344,119.10262905377478,18.100449639471314
130,20,981.8008422851562,451.45404052734375,128.83169547724458,18.359359980568108
140,20,1046.7431640625,454.9517822265625,138.62842262327717,18.925381588713073
150,20,1110.604248046875,458.3280334472656,148.49017897223328,19.471073780876317
160,20,1173.65673828125,462.5437622070313,158.49990353409345,20.151533320236716
170,20,1234.3880615234375,467.2985534667969,168.41481680513417,20.9177925559594
180,20,1292.9595947265625,472.9502868652344,178.1974771066681,21.826946646958596
190,20,1349.318115234375,479.4363098144531,187.71318012005833,22.868119995972243
200,20,1405.06640625,486.5834045410156,197.03161570527024,24.012741367666088
0,30,134.83934020996094,542.4276733398438,0.5286100148857678,32.86423601170572
10,30,194.3002777099609,536.6292724609375,10.266953987426685,31.952480615021678
20,30,253.72836303710935,531.9097900390625,19.810237555380876,31.209163760523303
30,30,316.4498291015625,526.3389282226562,29.703446002259152,30.330340785233197
40,30,380.8574523925781,521.065673828125,39.697682320444486,29.497038170536165
50,30,445.2862243652344,518.4022827148438,49.551709213677086,29.075625090359928
60,30,511.1354064941406,515.7952270507812,59.49585310040169,28.66277832776239
70,30,578.5446166992188,513.6196899414062,69.56209779456596,28.31800029434796
80,30,646.638427734375,511.72161865234375,79.63377245517965,28.01699699499867
90,30,714.4140625,510.77288818359375,89.58416472578024,27.866474692940734
100,30,782.99609375,511.0491638183594,99.60697384992856,27.910311973382015
110,30,850.461181640625,511.1814270019531,109.46043516530598,27.931297485525583
120,30,917.6843872070312,512.8523559570312,119.32372636293023,28.196336446250605
130,30,984.6693115234376,514.800537109375,129.26037999303892,28.50517034685415
140,30,1049.7215576171875,517.4049682617188,139.0828485668054,28.917733837230692
150,30,1115.13671875,520.9725952148438,149.20021296167388,29.48231760615294
160,30,1177.8470458984375,523.7273559570312,159.1754462397037,29.91782294540662
170,30,1239.5133056640625,528.5716552734375,169.2631900877728,30.682745842999374
180,30,1298.392333984375,532.896484375,179.11270114235816,31.36465895171971
190,30,1355.0682373046875,539.3638916015625,188.68297276144136,32.382682806674616
200,30,1410.4542236328125,544.4480590820312,197.91659325587386,33.181543993738934
0,40,130.11590576171875,603.5027465820312,-0.25388379103361913,42.37264382372938
10,40,189.5416717529297,599.195068359375,9.494926772860474,41.70747676970981
20,40,250.3231658935547,594.4232177734375,19.26810004638965,40.969697068098334
30,40,312.4634704589844,589.958251953125,29.079642926235447,40.278466943752
40,40,376.9988708496094,585.9473876953125,39.103198220736914,39.65679038570553
50,40,442.4559020996094,582.4285888671875,49.12155137064808,39.11079580372772
60,40,509.0701293945313,580.0186157226562,59.18572873395675,38.736533264968706
70,40,576.7945556640625,578.836181640625,69.3020530930826,38.55280978485836
80,40,646.421142578125,577.7216796875,79.60176628578151,38.37958245356939
90,40,715.1174926757812,575.9683227539062,89.68714261240622,38.10694646952171
100,40,783.1592407226562,576.544921875,99.63079129517835,38.196618191245484
110,40,851.4454345703125,576.7086181640625,109.6043837354329,38.22207365318
120,40,919.5103149414062,578.080078125,119.59283683591538,38.43529516113704
130,40,986.5653076171876,579.0000610351562,129.54390920825745,38.57827669087346
140,40,1053.0087890625,581.8956298828125,139.5849828813593,39.02805050467075
150,40,1117.9154052734375,583.247314453125,149.6362137838509,39.2378820230654
160,40,1181.0389404296875,586.3020629882812,159.69090029807904,39.711794068853145
170,40,1243.0797119140625,590.8507080078125,169.8545114009902,40.41669995501818
180,40,1302.4013671875,594.3910522460938,179.78863928330696,40.96472111809795
190,40,1359.8568115234375,599.6910400390625,189.48971057983246,41.784101952795034
200,40,1415.2779541015625,604.0321044921875,198.70541392999232,42.45432952257969
0,50,127.06671905517578,667.1536865234375,-0.7597477437825404,52.11213255969373
10,50,185.98036193847656,663.093505859375,8.916344094846579,51.4956473966545
20,50,247.0201110839844,659.0542602539062,18.741702241529264,50.881718586170685
30,50,310.1441650390625,654.981689453125,28.716410854831448,50.26209244371454
40,50,374.4286193847656,652.5053100585938,38.706917333474706,49.885005175515154
50,50,441.0096435546875,648.8490600585938,48.901653621103065,49.327821323979414
60,50,509.09130859375,646.9116821289062,59.18890959300171,49.032367195460246
70,50,576.3242797851562,644.8876953125,69.2321628738277,48.723548385699196
80,50,645.7130126953125,644.7619018554688,79.49745319616456,48.7043489642738
90,50,714.4396362304688,643.1854858398438,89.58790784536025,48.463699997445765
100,50,783.9888305664062,644.0509643554688,99.75189745325224,48.59583137402749
110,50,853.0018310546875,644.3435668945312,109.83202767943315,48.64049737006504
120,50,920.4956665039062,644.7683715820312,119.73809798327297,48.70533612636691
