x, y, x_pixel, y_pixel,x_mm,y_mm
0,0,223.0,101.0,1.040559570727055,0.17140139642179975
10,0,242.0240631103516,102.10884857177734,9.72590442268438,0.5290245034496195
20,0,279.66680908203125,100.21724700927734,20.711328707615166,-0.08801352887729763
30,0,319.3970642089844,100.81734466552734,29.945240967169184,0.11140336021327357
40,0,361.3131103515625,99.3083724975586,40.30018746544806,-0.396710520225696
50,0,402.5537109375,99.00962829589844,50.44638428969324,-0.4999679359838467
60,0,445.0124206542969,99.98191833496094,60.0703431824179,-0.1671365295183307
70,0,487.4998779296875,100.51908111572266,70.36930435404452,0.012717721966822637
80,0,529.0517578125,101.94477081298828,80.11443266693664,0.47681239163981104
0,10,218.0,144.0,-1.8481561932446766,9.797884570670675
10,10,240.0303649902344,144.9709014892578,8.957392069988373,9.987281441450506
20,10,278.495361328125,144.48715209960938,20.429681203685732,9.892803121878075
30,10,318.0293273925781,144.449462890625,29.621382880479132,9.885466283772558
40,10,360.4276123046875,144.95375061035156,40.07658541231535,9.983928030420685
50,10,401.9815979003906,144.4835662841797,50.31140628996377,9.89211846967774
60,10,445.0016784667969,144.983154296875,60.06756163433624,9.989667025894988
70,10,487.4790344238281,145.4990692138672,70.36309195446324,10.090746958763162
80,10,529.5153198242188,145.99607849121094,80.17573477664178,10.18832291850012
0,20,219.0,190.5,-1.2463351607389086,20.252822047017645
10,20,239.4943084716797,187.9846649169922,8.74579571074878,19.63647806776433
20,20,277.5301818847656,188.44137573242188,20.19613483990338,19.74837956653974
30,20,317.9640197753906,189.0143585205078,29.606208676682172,19.888841753179946
40,20,359.9922180175781,189.0600128173828,39.96663906004619,19.899990422210777
50,20,401.4832458496094,189.50668334960935,50.19388166987369,20.00948885932442
60,20,444.4797058105469,189.99278259277344,59.95003338860738,20.12852459934882
70,20,486.98150634765625,190.98324584960935,70.23294863048636,20.37117310454019
80,20,529.0183715820312,191.5200042724609,80.10836628938546,20.50275944682099
0,30,222.0,228.0,0.4863354327997058,28.899517303883528
10,30,239.9879302978516,231.0647125244141,8.940608578250021,29.536763297098815
20,30,278.0229797363281,232.01719665527344,20.315560501592472,29.73314294543937
30,30,318.0010070800781,233.02096557617188,29.615020389768006,29.939329199191803
40,30,359.5150146484375,233.9889373779297,39.84607208630564,30.137414513889354
50,30,402.0013427734375,234.5529327392578,50.31632677092216,30.252669114001407
60,30,443.9826965332031,235.4916839599609,59.83786129119858,30.44391861217744
70,30,486.950927734375,235.5590057373047,70.2250155464983,30.457639454621386
80,30,528.0305786132812,236.0421905517578,79.97208497500856,30.555973159562683
0,40,228.0,275.0,3.6480957000826493,39.24908236733714
10,40,240.5291748046875,273.4700927734375,9.152169414090395,38.8373915514525
20,40,278.5023498535156,275.491455078125,20.431062403378974,39.383277471269054
30,40,318.4449157714844,277.4580383300781,29.719786380742107,39.92802475528234
40,40,359.4900817871094,277.9916381835937,39.8399310672678,40.0779354522862
50,40,401.02386474609375,278.9694519042969,50.085352062211086,40.35533580966799
60,40,443.0057678222656,279.9624328613281,59.61866808105265,40.6407971492396
70,40,485.4891662597656,280.5001525878906,69.84249672841929,40.796231640942466
80,40,527.494873046875,280.56182861328125,79.89206644796764,40.814412949697186
0,50,225.0,310.0,2.1154914958924564,49.34476971108907
10,50,239.0,313.0,8.548905737548921,49.86438207296615
20,50,281.0,315.0,21.029805020820504,50.11041626354941
30,50,318.92706298828125,320.7079772949219,29.834025248289663,50.22703453509499
40,50,358.8331298828125,320.9881591796875,39.67367990252001,50.205332915432024
50,50,400.281982421875,322.8148498535156,49.909671099545676,49.99237936747309
60,50,442.5005493164063,320.89013671875,59.505126560457256,50.213384851677034
70,50,483.6694946289063,324.17645263671875,69.36868961815276,49.7434432166971
80,50,525.6361083984375,322.9949035644531,79.59821625137397,49.96344705074503
