x, y, x_pixel, y_pixel,x_mm,y_mm,,,,,,,,,,,,,
110,150,1225.418945,1624.438477,109.5279851,151.5074327,109.3790658,,,,,,,,,,,,
120,150,1328.288574,1623.567627,119.5210884,151.4137016,119.5028195,,,,,,,,,,,,
130,150,1431.689453,1618.718384,129.7583258,150.8923934,129.8898506,,,,,,,,,,,,
140,150,1526.139648,1613.433228,139.3725815,150.3254734,139.4845712,,,,,,,,,,,,
150,150,1621.403564,1604.919312,149.4428633,149.4151724,149.3767191,,,,,,,,,,,,
160,150,1716.294434,1598.602539,159.9100156,148.7421534,159.7634195,,,,,,,,,,,,
170,150,1803.381958,1592.936523,169.7538836,148.1401139,169.843091,,,,,,,,,,,,
180,150,1889.433716,1589.550049,179.1338629,147.7809648,179.2077746,,,,,,,,,,,,
0,160,141.8135986,1673.592163,0.768385364,156.8567694,0.689552735,,,,,,,,,,,,
10,160,230.7218018,1684.083984,10.27719299,158.0122291,10.05143092,,,,,,,,,,,,
20,160,323,1690,20.35274491,158.6655881,20.56603518,,,,,,,,,,,,
30,160,415.0300293,1697.241699,30.3287722,159.4669451,30.51327867,,,,,,,,,,,,
40,160,509.4199219,1700.622437,40.30885454,159.841649,40.22986436,,,,,,,,,,,,
50,160,610.6560059,1707.366211,50.65099406,160.590097,50.44513814,,,,,,,,,,,,
60,160,710.3215332,1714.693481,60.48823045,161.4046288,60.40589741,,,,,,,,,,,,
70,160,811.6276245,1716.360229,70.2279934,161.5901302,70.34096411,,,,,,,,,,,,
80,160,912.246521,1718.771118,79.76014279,161.8585304,79.93479648,,,,,,,,,,,,
90,160,1018.608704,1720.292603,89.80240101,162.0279318,89.85439806,,,,,,,,,,,,
100,160,1119.732788,1719.710571,99.3986382,161.9630975,99.28828677,,,,,,,,,,,,
110,160,1222.429077,1721.018799,109.239711,162.1087571,109.0891742,,,,,,,,,,,,
120,160,1326.805176,1716.20874,119.3758252,161.5731975,119.3550163,,,,,,,,,,,,
130,160,1426.168579,1709.148193,129.2052882,160.7880509,129.3320198,,,,,,,,,,,,
140,160,1522.969482,1706.318726,139.0445434,160.4737259,139.1604123,,,,,,,,,,,,
150,160,1617.127563,1697.405884,148.9814014,159.4851558,148.9239084,,,,,,,,,,,,
160,160,1709.487915,1693.891235,159.1461003,159.0959979,158.9944401,,,,,,,,,,,,
170,160,1796.586914,1687.663818,168.9873915,158.4074422,169.0510394,,,,,,,,,,,,
180,160,1883.204224,1678.245361,178.4894053,157.3686951,178.6127,,,,,,,,,,,,
0,170,151.3725281,1765.054443,1.771016357,167.0203183,1.557827061,,,,,,,,,,,,
10,170,240.4388123,1775.39856,11.33404562,168.1712892,11.16434836,,,,,,,,,,,,
20,170,331.027771,1779.884033,21.22905114,168.6694125,21.45907565,,,,,,,,,,,,
30,170,420.6492004,1785.587646,30.93120787,169.301421,31.10215729,,,,,,,,,,,,
40,170,515.2134399,1794.914917,40.91103184,170.3317105,40.81778133,,,,,,,,,,,,
50,170,614,1800,50.98623935,170.891124,50.78104508,,,,,,,,,,,,
60,170,711.0904541,1805.769409,60.56299702,171.5236711,60.48219171,,,,,,,,,,,,
70,170,814,1809,70.45389785,171.8766652,70.57039289,,,,,,,,,,,,
80,170,916.6134033,1810.471558,80.17241267,172.0371449,80.34536801,,,,,,,,,,,,
90,170,1015.972229,1811.144897,89.55311724,172.1105322,89.60957362,,,,,,,,,,,,
100,170,1120.567749,1810.703003,99.47823232,172.0624909,99.36685338,,,,,,,,,,,,
110,170,1219.323486,1808.855103,108.940385,171.8608759,108.7883435,,,,,,,,,,,,
120,170,1319.192017,1808.458374,118.6309138,171.8174565,118.5971613,,,,,,,,,,,,
130,170,1420.586426,1803.248169,128.6468642,171.2475628,128.7682951,,,,,,,,,,,,
140,170,1515.544067,1796.437988,138.277783,170.4994182,138.401927,,,,,,,,,,,,
150,170,1608.197754,1788.597412,148.0206994,169.6344912,147.9816727,,,,,,,,,,,,
160,170,1699.202881,1784.829346,157.9952259,169.2174937,157.8396901,,,,,,,,,,,,
170,170,1790.536987,1776.5177,168.3036429,168.2956201,168.3447101,,,,,,,,,,,,
180,170,1875.809204,1771.279663,177.71464,167.7134026,177.8805461,,,,,,,,,,,,
0,180,157.5,1854.5,2.416862934,176.7209941,2.140933257,,,,,,,,,,,,
10,180,244.3111572,1864.400513,11.7557561,177.7309439,11.60888781,,,,,,,,,,,,
20,180,336,1870,21.77143872,178.2927994,22.00970067,,,,,,,,,,,,
30,180,429.829071,1875.746338,31.91331862,178.8617142,32.06055588,,,,,,,,,,,,
40,180,524.6464844,1884.481079,41.88880906,179.7100595,41.77381152,,,,,,,,,,,,
50,180,617.9691772,1890.614136,51.38365598,180.2929727,51.17963807,,,,,,,,,,,,
60,180,715.0390015,1892.251343,60.94670945,180.4465446,60.87379985,,,,,,,,,,,,
70,180,817.5889893,1896.075317,70.79550883,180.8021011,70.91717409,,,,,,,,,,,,
80,180,917.9103394,1901.211426,80.29484269,181.2720322,80.46722715,,,,,,,,,,,,
90,180,1018.555725,1899.39856,89.79739204,181.1073055,89.84947842,,,,,,,,,,,,
100,180,1116.361084,1898.5896,99.07736898,181.0332928,98.97117894,,,,,,,,,,,,
110,180,1215.637573,1900.058716,108.5852936,181.1673941,108.431671,,,,,,,,,,,,
120,180,1317.969727,1896.726929,118.5114062,180.8622492,118.4756007,,,,,,,,,,,,
130,180,1415.356201,1889.044067,128.1244913,180.1448651,128.2403882,,,,,,,,,,,,
140,180,1510.757935,1886.678711,137.7847817,179.9202458,137.9135815,,,,,,,,,,,,
150,180,1600.572876,1880.959717,147.2035818,179.3706664,147.1805548,,,,,,,,,,,,
160,180,1695.220337,1873.571045,157.5506514,178.6473358,157.3949088,,,,,,,,,,,,
170,180,1782.281982,1866.252197,167.3694238,177.9174933,167.3803207,,,,,,,,,,,,
180,180,1871.025513,1858.750244,177.2081303,177.1570243,177.3936368,,,,,,,,,,,,
