x, y, x_pixel, y_pixel,x_mm,y_mm,err_x,err_y,x_mm_,y_mm_,err_x,err_y,,,,,,,,,,,
110,90,1241.542236,997.548645,111.0845008,89.49299913,1.084500753,0.507000869,110.9468932,89.59850836,0.946893204,0.401491644,,,,,,,,,,,
120,90,1349.764282,999.4743652,121.6285941,89.67800875,1.628594064,0.321991249,121.6473036,89.77982554,1.647303601,0.220174456,,,,,,,,,,,
130,90,1452.127075,1004.798279,131.8133671,90.189461,1.81336705,0.189460998,131.9573769,90.28087564,1.957376906,0.280875639,,,,,,,,,,,
140,90,1547.317017,1006.328491,141.5748777,90.33646078,1.574877674,0.336460777,141.6559631,90.4248316,1.655963127,0.424831596,,,,,,,,,,,
150,90,1641.252686,1005.347656,151.5969074,90.24224191,1.596907382,0.242241914,151.4936593,90.33256155,1.49365928,0.332561549,,,,,,,,,,,
160,90,1736.340942,1006.395508,162.1680876,90.34289317,2.168087631,0.342893172,162.049366,90.43113569,2.049365985,0.431135688,,,,,,,,,,,
170,90,1822.636353,1008.689392,171.9152253,90.56323317,1.915225295,0.56323317,172.0716949,90.64688915,2.071694881,0.646889147,,,,,,,,,,,
180,90,1909.224365,1012.674316,181.1219928,90.94599002,1.121992773,0.945990024,180.938216,91.0215787,0.938215997,1.0215787,,,,,,,,,,,
0,100,120,1102,-1.494738232,99.52528356,1.494738232,0.474716444,-1.058260347,99.41885952,1.058260347,0.581140483,,,,,,,,,,,
10,100,209.7933655,1100.757813,8.009196038,99.40591257,1.990803962,0.594087428,7.679030595,99.30165636,2.320969405,0.69834364,,,,,,,,,,,
20,100,300.6470947,1104.790771,17.90989973,99.79347522,2.090100275,0.206524781,18.05420811,99.68226206,1.945791888,0.317737937,,,,,,,,,,,
30,100,394.4688721,1102.755249,28.1166511,99.59784568,1.883348901,0.402154317,28.34268094,99.4901305,1.657319057,0.509869503,,,,,,,,,,,
40,100,486.8375549,1103.487549,37.94973577,99.66822689,2.050264226,0.331773111,37.93166737,99.55924427,2.068332626,0.440755731,,,,,,,,,,,
50,100,585.746521,1107.718506,48.14130241,100.0748459,1.858697592,0.074845903,47.94030703,99.95872539,2.059692966,0.041274609,,,,,,,,,,,
60,100,690.4100952,1108.145264,58.54663474,100.1158581,1.453365259,0.115858054,58.42656203,99.9990355,1.573437974,0.000964496,,,,,,,,,,,
70,100,796.078186,1105.765503,68.74534544,99.88715361,1.254654562,0.112846386,68.83326485,99.77428961,1.166735146,0.225710391,,,,,,,,,,,
80,100,906.1182251,1110.358765,79.18148898,100.3286148,0.818511018,0.328614815,79.35791567,100.2081645,0.642084333,0.208164542,,,,,,,,,,,
90,100,1017.216492,1111.575317,89.67075807,100.4455435,0.329241927,0.445543519,89.72511623,100.3231387,0.274883771,0.323138715,,,,,,,,,,,
100,100,1132.323486,1107.778564,100.599309,100.0806284,0.599308958,0.080628374,100.4747185,99.96439814,0.474718511,0.035601858,,,,,,,,,,,
110,100,1241.75061,1111.166626,111.1046408,100.4062577,1.104640844,0.406257725,110.9672053,100.2845112,0.967205264,0.284511182,,,,,,,,,,,
120,100,1347.667114,1107.826172,121.4224157,100.0851986,1.422415726,0.085198567,121.4375216,99.96889488,1.437521584,0.031105124,,,,,,,,,,,
130,100,1451.801147,1107.25293,131.7805016,100.0301016,1.780501557,0.030101563,131.9243741,99.91475207,1.924374126,0.085247925,,,,,,,,,,,
140,100,1549.840332,1111.023193,141.8385798,100.3924711,1.838579773,0.392471124,141.9154628,100.2709553,1.915462836,0.270955312,,,,,,,,,,,
150,100,1640.765015,1110.89624,151.5437038,100.3802867,1.543703784,0.380286653,151.4413359,100.2589572,1.441335911,0.258957222,,,,,,,,,,,
160,100,1733.560181,1107.236938,161.854266,100.0285622,1.854266007,0.028562213,161.730469,99.91324178,1.73046903,0.086758219,,,,,,,,,,,
170,100,1823.571289,1110.45166,172.0195477,100.3375448,2.01954774,0.337544785,172.1790118,100.216943,2.179011797,0.216943026,,,,,,,,,,,
180,100,1909.749268,1107.339111,181.1731768,100.0383786,1.173176805,0.038378621,180.9802824,99.92289159,0.980282369,0.077108405,,,,,,,,,,,
0,110,119.8720474,1201.727783,-1.507901996,109.1257163,1.507901996,0.87428365,-1.067383379,108.9353134,1.067383379,1.064686589,,,,,,,,,,,
10,110,209.48172,1202.097656,7.975523715,109.1614108,2.024476285,0.838589243,7.644084895,108.9710829,2.355915105,1.028917098,,,,,,,,,,,
20,110,298.9616394,1205.758545,17.7256022,109.514702,2.274397804,0.485297965,17.86340475,109.3253263,2.136595251,0.674673652,,,,,,,,,,,
30,110,395.3572693,1207.9104,28.21247156,109.7223976,1.787528443,0.277602366,28.43701311,109.5337258,1.562986886,0.466274188,,,,,,,,,,,
40,110,486.8746033,1210.527222,37.95362054,109.9750148,2.046379458,0.024985187,37.93544757,109.7873319,2.064552434,0.212668084,,,,,,,,,,,
50,110,589.9762573,1213.673462,48.56902434,110.2787919,1.430975656,0.278791899,48.36596324,110.0925024,1.634036764,0.09250239,,,,,,,,,,,
60,110,688.7446289,1216.523071,58.3837413,110.5539927,1.616258696,0.553992737,58.26070151,110.3691426,1.739298486,0.369142589,,,,,,,,,,,
70,110,794.2670898,1215.230713,68.572417,110.4291843,1.427583,0.429184282,68.65721774,110.2436519,1.342782263,0.243651942,,,,,,,,,,,
80,110,903.8464355,1221.728271,78.96694874,111.0567945,1.033051256,1.056794535,79.14384867,110.8750556,0.856151333,0.875055551,,,,,,,,,,,
90,110,1019,1221.5,89.83940378,111.0347558,0.160596223,1.034755814,89.89073434,110.852853,0.109265659,0.852852973,,,,,,,,,,,
100,110,1133.63855,1219.214478,100.7248086,110.8139577,0.724808639,0.81395772,100.5988535,110.6306351,0.598853468,0.630635051,,,,,,,,,,,
110,110,1243.123901,1220.83728,111.2373734,110.9707062,1.237373393,0.970706208,111.1011036,110.7884026,1.101103578,0.788402572,,,,,,,,,,,
120,110,1348.55481,1215.51709,121.5096795,110.4568341,1.509679514,0.456834085,121.5263095,110.2714557,1.526309532,0.271455661,,,,,,,,,,,
130,110,1447.544922,1213.432983,131.3515317,110.2555829,1.351531691,0.255582924,131.4934906,110.0691672,1.493490626,0.069167227,,,,,,,,,,,
140,110,1545.611328,1214.89502,141.3967962,110.3967471,1.396796178,0.396747105,141.4806502,110.2110632,1.480650228,0.211063151,,,,,,,,,,,
150,110,1641.499512,1211.57959,151.6238317,110.0766418,1.623831691,0.076641773,151.5201481,109.8893755,1.520148111,0.110624488,,,,,,,,,,,
160,110,1734.926392,1207.702393,162.0083738,109.7023338,2.008373765,0.297666245,161.8870767,109.5135753,1.887076686,0.48642471,,,,,,,,,,,
170,110,1824.461182,1209.578003,172.1188365,109.8833807,2.11883653,0.116619326,172.2810584,109.6953171,2.281058357,0.304682862,,,,,,,,,,,
180,110,1908.232056,1208.467041,181.0245955,109.7761342,1.024595522,0.223865781,180.8580952,109.5876558,0.858095225,0.41234424,,,,,,,,,,,
0,120,123,1298,-1.18570886,118.4487218,1.18570886,1.551278208,-0.84021843,118.3711414,0.84021843,1.628858565,,,,,,,,,,,
10,120,210.5952301,1302.410767,8.095849162,118.8779069,1.904150838,1.122093147,7.769009979,118.8089011,2.230990021,1.191098916,,,,,,,,,,,
20,120,304.8461609,1305.775879,18.36901208,119.2054782,1.630987921,0.794521847,18.52875255,119.1431475,1.471247446,0.856852526,,,,,,,,,,,
30,120,397.8685913,1306.760254,28.48322308,119.3013689,1.516776918,0.698631084,28.70339434,119.240965,1.296605658,0.759035026,,,,,,,,,,,
40,120,490.4473877,1310.319946,38.32810827,119.6480758,1.671891726,0.351924208,38.29982835,119.5948494,1.700171647,0.405150571,,,,,,,,,,,
50,120,589.373291,1317.681152,48.50809213,120.3655486,1.491907865,0.365548584,48.30529235,120.3274147,1.694707651,0.327414716,,,,,,,,,,,
60,120,693.9675903,1321.991455,58.89432055,120.7859942,1.105679453,0.785994195,58.78069715,120.7568153,1.219302849,0.756815319,,,,,,,,,,,
70,120,800.1134644,1322.401489,69.1304568,120.8259838,0.869543195,0.825983791,69.22518467,120.7976805,0.774815332,0.797680458,,,,,,,,,,,
80,120,905.6037598,1325.471436,79.13290776,121.1255778,0.867092244,1.125577791,79.30944875,121.1037299,0.690551253,1.103729908,,,,,,,,,,,
90,120,1020.286438,1326.805054,89.9610578,121.2558019,0.038942202,1.255801885,90.01019549,121.2367299,0.01019549,1.23672988,,,,,,,,,,,
100,120,1128.421021,1326.174072,100.2270099,121.1942117,0.227009891,1.19421171,100.1065908,121.1737993,0.106590847,1.173799303,,,,,,,,,,,
110,120,1240.12561,1324.391235,110.9476156,121.0201737,0.947615624,1.020173719,110.8088356,120.9960245,0.808835559,0.996024473,,,,,,,,,,,
120,120,1345.255981,1324.464844,121.1854635,121.0273552,1.18546345,1.027355206,121.1964272,121.0033633,1.196427176,1.003363261,,,,,,,,,,,
130,120,1443.511353,1320.765991,130.9455355,120.666394,0.945535531,0.666393985,131.0853066,120.6346994,1.085306593,0.634699379,,,,,,,,,,,
140,120,1544.56189,1317.539063,141.2872624,120.351691,1.28726244,0.351690966,141.3728273,120.313265,1.372827318,0.313265014,,,,,,,,,,,
150,120,1636.353271,1314.348877,151.0633522,120.0406767,1.063352224,0.040676718,150.9687285,119.9956731,0.968728523,0.004326872,,,,,,,,,,,
160,120,1729.185913,1308.03186,161.3608138,119.4251645,1.3608138,0.574835521,161.2299664,119.3673528,1.229966438,0.632647228,,,,,,,,,,,
170,120,1818.604126,1307.777344,171.4641955,119.4004041,1.464195537,0.599595881,171.6077042,119.3420533,1.607704155,0.657946719,,,,,,,,,,,
180,120,1905.557617,1302.438599,180.7609927,118.8806003,0.760992697,1.119399689,180.6383594,118.8116646,0.638359387,1.188335378,,,,,,,,,,,
0,130,127,1394.5,-0.772527828,127.9024534,0.772527828,2.09754656,-0.537569554,128.0173304,0.537569554,1.982669612,,,,,,,,,,,
10,130,217.5382233,1400.589233,8.847009795,128.5046403,1.152990205,1.495359717,8.551640659,128.6292193,1.448359341,1.370780713,,,,,,,,,,,
20,130,305.5188904,1405.466797,18.44255985,128.9876091,1.55744015,1.012390871,18.60466856,129.119493,1.395331436,0.88050698,,,,,,,,,,,
30,130,401.7017822,1410.338379,28.8961605,129.4705332,1.103839502,0.52946679,29.109212,129.6092795,0.890788,0.390720526,,,,,,,,,,,
40,130,494.3059387,1415.331909,38.73202157,129.9661205,1.267978431,0.033879545,38.69299965,130.1114345,1.307000351,0.111434519,,,,,,,,,,,
50,130,593.1254883,1417.003784,48.88706505,130.1321798,1.112934955,0.132179848,48.68279718,130.279583,1.31720282,0.279582986,,,,,,,,,,,
60,130,694.4429321,1424.78418,58.94075074,130.905914,1.059249262,0.905914023,58.82800001,131.0622342,1.171999986,1.062234234,,,,,,,,,,,
70,130,800.1147461,1425.656006,69.13058022,130.9927208,0.869419776,0.992720795,69.22530908,131.1499473,0.774690918,1.149947262,,,,,,,,,,,
80,130,907.8369141,1432.621338,79.34379037,131.6869054,0.656209629,1.686905383,79.5197871,131.8508113,0.480212896,1.85081125,,,,,,,,,,,
90,130,1016.641663,1430.273193,89.6164059,131.4527256,0.3835941,1.452725608,89.67173739,131.6145186,0.328262609,1.614518606,,,,,,,,,,,
100,130,1125.425781,1432.880493,99.9413569,131.7127637,0.058643102,1.712763668,99.82428746,131.876891,0.175712539,1.876891034,,,,,,,,,,,
110,130,1235.759277,1430.720581,110.5258512,131.4973513,0.525851213,1.497351251,110.3836814,131.6595376,0.383681353,1.659537603,,,,,,,,,,,
120,130,1337.575562,1427.518188,120.4313962,131.1782029,0.43139623,1.178202932,120.429136,131.3373073,0.429136042,1.337307283,,,,,,,,,,,
130,130,1442.19519,1422.89209,130.813173,130.7176099,0.813172953,0.717609921,130.9521485,130.8718833,0.952148474,0.871883345,,,,,,,,,,,
140,130,1539.040283,1417.584473,140.7118654,130.1898441,0.711865353,0.189844112,140.8060001,130.3379882,0.806000104,0.337988179,,,,,,,,,,,
150,130,1632.701416,1411.470581,150.6664919,129.582835,0.666491939,0.417165004,150.5785127,129.7231258,0.57851267,0.276874241,,,,,,,,,,,
160,130,1727.288208,1406.480225,161.1469205,129.087983,1.146920499,0.912016984,161.0132748,129.2213735,1.013274795,0.778626493,,,,,,,,,,,
170,130,1817.112061,1405.489502,171.2972211,128.9898567,1.297221134,1.010143282,171.4355742,129.1217755,1.435574188,0.878224479,,,,,,,,,,,
180,130,1903.512939,1398.3573,180.5581285,128.283844,0.558128456,1.716156031,180.4667395,128.404915,0.466739532,1.595084952,,,,,,,,,,,
0,140,131.5,1490,-0.306184949,137.4609973,0.306184949,2.539002711,-0.181720082,137.6314311,0.181720082,2.368568886,,,,,,,,,,,
10,140,218.3177338,1496.721802,8.93143806,138.144749,1.06856194,1.855250993,8.639868793,138.3098775,1.360131207,1.690122527,,,,,,,,,,,
20,140,309.5341187,1499.488281,18.88148912,138.4266069,1.118510879,1.573393084,19.05712666,138.5892269,0.942873343,1.410773063,,,,,,,,,,,
30,140,403.1108704,1508.198608,29.04785603,139.3160779,0.952143969,0.683922052,29.25815934,139.4693036,0.741840661,0.530696371,,,,,,,,,,,
40,140,499.0762939,1510.412842,39.23062521,139.5427359,0.769374794,0.457264143,39.17859971,139.6931705,0.821400293,0.306829533,,,,,,,,,,,
50,140,601.0858765,1516.942505,49.68939565,140.2120267,0.310604351,0.212026741,49.48333866,140.3537299,0.516661336,0.35372986,,,,,,,,,,,
60,140,698.3752441,1521.481689,59.32460702,140.6783471,0.675392978,0.67834707,59.21917326,140.8133013,0.780826738,0.813301286,,,,,,,,,,,
70,140,805.8466187,1526.175415,69.67718417,141.1614313,0.32281583,1.161431307,69.78122347,141.288879,0.218776528,1.288878964,,,,,,,,,,,
80,140,910.5,1530.5,79.59524648,141.6073793,0.404753521,1.607379255,79.77047427,141.7274085,0.229525728,1.727408492,,,,,,,,,,,
90,140,1019.001953,1530.018799,89.83958946,141.5577322,0.160410543,1.557732246,89.89091571,141.6785951,0.109084289,1.678595123,,,,,,,,,,,
100,140,1123.801758,1529.825073,99.78649345,141.5377101,0.213506547,1.537710112,99.67130903,141.6589448,0.328690969,1.658944752,,,,,,,,,,,
110,140,1229.356934,1530.651001,109.9078521,141.6229747,0.092147913,1.622974722,109.7612894,141.7427271,0.238710612,1.742727073,,,,,,,,,,,
120,140,1336.120117,1526.663696,120.288643,141.2117518,0.288642996,1.211751845,120.2838559,141.338375,0.283855907,1.338374988,,,,,,,,,,,
130,140,1433.578857,1521.952515,129.9477991,140.726795,0.052200889,0.72679496,130.080823,140.8609892,0.080822956,0.860989181,,,,,,,,,,,
140,140,1534.967896,1516.659424,140.2883074,140.1829569,0.28830739,0.182956867,140.3884395,140.3250798,0.388439543,0.325079833,,,,,,,,,,,
150,140,1629.404541,1509.085693,150.3087374,139.4068723,0.308737374,0.593127686,150.226978,139.5589835,0.226978028,0.441016481,,,,,,,,,,,
160,140,1719.671387,1503.547729,160.2895511,138.8407886,0.289551129,1.159211371,160.1463247,138.9992797,0.146324744,1.000720313,,,,,,,,,,,
170,140,1809.051636,1501.693359,170.3923048,138.6515411,0.392304777,1.348458923,170.5022897,138.8119441,0.502289674,1.188055885,,,,,,,,,,,
180,140,1898.360352,1495.514893,180.0423779,138.0218491,0.042377877,1.978150878,180.0210314,138.1880314,0.021031381,1.811968643,,,,,,,,,,,
0,150,136.5,1583.5,0.213788309,147.1409177,0.213788309,2.859082315,0.231466691,147.1421898,0.231466691,2.857810173,,,,,,,,,,,
10,150,227.8082581,1591.518311,9.960730011,147.9896445,0.039269989,2.010355512,9.718760311,147.9703798,0.281239689,2.029620169,,,,,,,,,,,
20,150,315.6056213,1598.212402,19.54502189,148.7006631,0.454978112,1.299336901,19.73911895,148.664179,0.260881055,1.335820972,,,,,,,,,,,
30,150,411.6472473,1604.388672,29.96564971,149.3585744,0.034350286,0.641425598,30.1579128,149.3063854,0.157912795,0.693614582,,,,,,,,,,,
40,150,506.4652405,1606.949341,40.00126342,149.631952,0.001263415,0.36804799,39.9297878,149.5732589,0.070212199,0.426741063,,,,,,,,,,,
50,150,605.8763428,1616.024658,50.17114155,150.6032609,0.171141553,0.603260893,49.96486774,150.5221711,0.035132257,0.522171064,,,,,,,,,,,
60,150,705.3592529,1618.116821,60.00534071,150.8277817,0.005340706,0.827781742,59.91326372,150.7416377,0.086736277,0.741637731,,,,,,,,,,,
70,150,808.8208618,1625.57312,69.96062765,151.6296339,0.039372347,1.629633877,70.06932005,151.5260844,0.069320054,1.526084423,,,,,,,,,,,
80,150,913.5942993,1625.96875,79.88739572,151.6722755,0.112604279,1.672275498,80.0615574,151.5678095,0.061557403,1.567809476,,,,,,,,,,,
90,150,1019.471863,1629.418457,89.88402231,152.0442812,0.115977687,2.044281215,89.93455227,151.9320829,0.065447729,1.932082935,,,,,,,,,,,
100,150,1124.460449,1626.10791,99.8493028,151.6872817,0.150697201,1.68728173,99.7333486,151.5824885,0.266651398,1.58248849,,,,,,,,,,,
110,150,1225.418945,1624.438477,109.5279851,151.5074327,0.472014913,1.50743273,109.3790658,151.4064776,0.620934225,1.406477619,,,,,,,,,,,
120,150,1328.288574,1623.567627,119.5210884,151.4137016,0.478911583,1.413701592,119.5028195,151.3147365,0.497180545,1.314736473,,,,,,,,,,,
130,150,1431.689453,1618.718384,129.7583258,150.8923934,0.241674161,0.892393419,129.8898506,150.8047923,0.110149425,0.804792305,,,,,,,,,,,
140,150,1526.139648,1613.433228,139.3725815,150.3254734,0.627418483,0.325473418,139.4845712,150.2507079,0.515428751,0.250707916,,,,,,,,,,,
150,150,1621.403564,1604.919312,149.4428633,149.4151724,0.557136702,0.58482758,149.3767191,149.3616585,0.623280934,0.63834152,,,,,,,,,,,
160,150,1716.294434,1598.602539,159.9100156,148.7421534,0.089984427,1.257846634,159.7634195,148.7046849,0.236580522,1.295315116,,,,,,,,,,,
170,150,1803.381958,1592.936523,169.7538836,148.1401139,0.246116363,1.85988614,169.843091,148.1171808,0.156909022,1.882819165,,,,,,,,,,,
180,150,1889.433716,1589.550049,179.1338629,147.7809648,0.866137146,2.219035166,179.2077746,147.7668044,0.792225364,2.233195603,,,,,,,,,,,
0,160,141.8135986,1673.592163,0.768385364,156.8567694,0.768385364,3.143230588,0.689552735,156.67591,0.689552735,3.32408998,,,,,,,,,,,
10,160,230.7218018,1684.083984,10.27719299,158.0122291,0.277192986,1.987770855,10.05143092,157.8263018,0.051430923,2.173698194,,,,,,,,,,,
20,160,323,1690,20.35274491,158.6655881,0.352744911,1.334411911,20.56603518,158.4791997,0.566035179,1.520800259,,,,,,,,,,,
30,160,415.0300293,1697.241699,30.3287722,159.4669451,0.328772204,0.533054894,30.51327867,159.2825578,0.513278671,0.717442193,,,,,,,,,,,
40,160,509.4199219,1700.622437,40.30885454,159.841649,0.308854544,0.158350999,40.22986436,159.6591575,0.229864358,0.340842467,,,,,,,,,,,
50,160,610.6560059,1707.366211,50.65099406,160.590097,0.650994055,0.590097011,50.44513814,160.4133083,0.445138142,0.413308305,,,,,,,,,,,
60,160,710.3215332,1714.693481,60.48823045,161.4046288,0.488230448,1.404628815,60.40589741,161.2370303,0.405897411,1.237030303,,,,,,,,,,,
70,160,811.6276245,1716.360229,70.2279934,161.5901302,0.2279934,1.590130195,70.34096411,161.4250155,0.340964111,1.425015485,,,,,,,,,,,
80,160,912.246521,1718.771118,79.76014279,161.8585304,0.239857211,1.85853038,79.93479648,161.6973203,0.065203522,1.697320334,,,,,,,,,,,
90,160,1018.608704,1720.292603,89.80240101,162.0279318,0.19759899,2.027931834,89.85439806,161.8694036,0.145601935,1.86940363,,,,,,,,,,,
100,160,1119.732788,1719.710571,99.3986382,161.9630975,0.6013618,1.963097507,99.28828677,161.8035533,0.711713228,1.803553324,,,,,,,,,,,
110,160,1222.429077,1721.018799,109.239711,162.1087571,0.760288964,2.108757059,109.0891742,161.9516013,0.910825826,1.951601308,,,,,,,,,,,
120,160,1326.805176,1716.20874,119.3758252,161.5731975,0.624174815,1.57319751,119.3550163,161.4079205,0.644983659,1.407920484,,,,,,,,,,,
130,160,1426.168579,1709.148193,129.2052882,160.7880509,0.794711785,0.788050877,129.3320198,160.6132277,0.667980175,0.613227726,,,,,,,,,,,
140,160,1522.969482,1706.318726,139.0445434,160.4737259,0.955456577,0.473725934,139.1604123,160.2959159,0.839587665,0.295915885,,,,,,,,,,,
150,160,1617.127563,1697.405884,148.9814014,159.4851558,1.018598605,0.514844181,148.9239084,159.3008245,1.076091648,0.699175541,,,,,,,,,,,
160,160,1709.487915,1693.891235,159.1461003,159.0959979,0.85389967,0.904002079,158.9944401,158.9103066,1.005559905,1.089693361,,,,,,,,,,,
170,160,1796.586914,1687.663818,168.9873915,158.4074422,1.012608498,1.592557785,169.0510394,158.2210109,0.948960584,1.778989085,,,,,,,,,,,
180,160,1883.204224,1678.245361,178.4894053,157.3686951,1.510594745,2.631304883,178.6127,157.1849385,1.387299967,2.81506148,,,,,,,,,,,
0,170,151.3725281,1765.054443,1.771016357,167.0203183,1.771016357,2.979681735,1.557827061,166.9972147,1.557827061,3.002785311,,,,,,,,,,,
10,170,240.4388123,1775.39856,11.33404562,168.1712892,1.334045616,1.828710751,11.16434836,168.1922844,1.164348358,1.807715637,,,,,,,,,,,
20,170,331.027771,1779.884033,21.22905114,168.6694125,1.229051143,1.330587549,21.45907565,168.7103085,1.459075654,1.289691542,,,,,,,,,,,
30,170,420.6492004,1785.587646,30.93120787,169.301421,0.931207875,0.698579048,31.10215729,169.3682888,1.102157289,0.631711231,,,,,,,,,,,
40,170,515.2134399,1794.914917,40.91103184,170.3317105,0.911031839,0.331710523,40.81778133,170.4410785,0.817781326,0.441078452,,,,,,,,,,,
50,170,614,1800,50.98623935,170.891124,0.986239347,0.891123953,50.78104508,171.0233799,0.781045081,1.023379949,,,,,,,,,,,
60,170,711.0904541,1805.769409,60.56299702,171.5236711,0.562997024,1.52367106,60.48219171,171.68101,0.482191709,1.681010036,,,,,,,,,,,
70,170,814,1809,70.45389785,171.8766652,0.453897847,1.87666525,70.57039289,172.0475429,0.570392892,2.047542938,,,,,,,,,,,
80,170,916.6134033,1810.471558,80.17241267,172.0371449,0.172412667,2.037144911,80.34536801,172.2140386,0.34536801,2.214038583,,,,,,,,,,,
90,170,1015.972229,1811.144897,89.55311724,172.1105322,0.446882756,2.110532178,89.60957362,172.290119,0.390426379,2.290119036,,,,,,,,,,,
100,170,1120.567749,1810.703003,99.47823232,172.0624909,0.521767677,2.062490925,99.36685338,172.2401969,0.633146615,2.240196943,,,,,,,,,,,
110,170,1219.323486,1808.855103,108.940385,171.8608759,1.059614952,1.86087587,108.7883435,172.0311326,1.211656493,2.031132639,,,,,,,,,,,
120,170,1319.192017,1808.458374,118.6309138,171.8174565,1.369086217,1.817456503,118.5971613,171.9861868,1.402838652,1.986186772,,,,,,,,,,,
130,170,1420.586426,1803.248169,128.6468642,171.2475628,1.353135801,1.247562773,128.7682951,171.3940703,1.23170488,1.394070325,,,,,,,,,,,
140,170,1515.544067,1796.437988,138.277783,170.4994182,1.72221696,0.499418244,138.401927,170.6157156,1.598073007,0.61571565,,,,,,,,,,,
150,170,1608.197754,1788.597412,148.0206994,169.6344912,1.979300592,0.365508807,147.9816727,169.7149928,2.018327349,0.28500715,,,,,,,,,,,
160,170,1699.202881,1784.829346,157.9952259,169.2174937,2.004774107,0.782506314,157.8396901,169.2808747,2.160309892,0.719125318,,,,,,,,,,,
170,170,1790.536987,1776.5177,168.3036429,168.2956201,1.696357112,1.704379859,168.3447101,168.3215632,1.655289898,1.678436762,,,,,,,,,,,
180,170,1875.809204,1771.279663,177.71464,167.7134026,2.285360013,2.286597407,177.8805461,167.7163985,2.119453861,2.283601459,,,,,,,,,,,
0,180,157.5,1854.5,2.416862934,176.7209941,2.416862934,3.279005882,2.140933257,176.9683387,2.140933257,3.031661253,,,,,,,,,,,
10,180,244.3111572,1864.400513,11.7557561,177.7309439,1.755756096,2.269056108,11.60888781,177.9421914,1.608887813,2.057808642,,,,,,,,,,,
20,180,336,1870,21.77143872,178.2927994,1.771438721,1.707200639,22.00970067,178.4701261,2.009700668,1.529873862,,,,,,,,,,,
30,180,429.829071,1875.746338,31.91331862,178.8617142,1.913318616,1.138285811,32.06055588,178.9923394,2.06055588,1.007660587,,,,,,,,,,,
40,180,524.6464844,1884.481079,41.88880906,179.7100595,1.888809064,0.289940528,41.77381152,179.7433637,1.773811522,0.256636328,,,,,,,,,,,
50,180,617.9691772,1890.614136,51.38365598,180.2929727,1.383655978,0.292972711,51.17963807,180.2360262,1.179638069,0.236026236,,,,,,,,,,,
60,180,715.0390015,1892.251343,60.94670945,180.4465446,0.94670945,0.446544582,60.87379985,180.3622494,0.873799853,0.362249355,,,,,,,,,,,
70,180,817.5889893,1896.075317,70.79550883,180.8021011,0.795508831,0.802101065,70.91717409,180.6478214,0.917174085,0.647821422,,,,,,,,,,,
80,180,917.9103394,1901.211426,80.29484269,181.2720322,0.294842689,1.272032155,80.46722715,181.0098415,0.467227148,1.009841488,,,,,,,,,,,
90,180,1018.555725,1899.39856,89.79739204,181.1073055,0.20260796,1.107305511,89.84947842,180.8849871,0.150521579,0.884987085,,,,,,,,,,,
100,180,1116.361084,1898.5896,99.07736898,181.0332928,0.922631019,1.033292754,98.97117894,180.8282295,1.028821061,0.828229545,,,,,,,,,,,
110,180,1215.637573,1900.058716,108.5852936,181.1673941,1.414706416,1.167394125,108.431671,180.9308301,1.568329009,0.930830085,,,,,,,,,,,
120,180,1317.969727,1896.726929,118.5114062,180.8622492,1.48859384,0.862249165,118.4756007,180.6951502,1.52439934,0.695150203,,,,,,,,,,,
130,180,1415.356201,1889.044067,128.1244913,180.1448651,1.875508694,0.144865139,128.2403882,180.1128327,1.759611811,0.112832714,,,,,,,,,,,
140,180,1510.757935,1886.678711,137.7847817,179.9202458,2.215218253,0.079754155,137.9135815,179.9233873,2.086418472,0.076612671,,,,,,,,,,,
150,180,1600.572876,1880.959717,147.2035818,179.3706664,2.796418178,0.629333605,147.1805548,179.4471988,2.819445155,0.552801186,,,,,,,,,,,
160,180,1695.220337,1873.571045,157.5506514,178.6473358,2.449348629,1.35266419,157.3949088,178.797116,2.605091157,1.202884049,,,,,,,,,,,
170,180,1782.281982,1866.252197,167.3694238,177.9174933,2.630576238,2.082506667,167.3803207,178.1187378,2.619679328,1.881262227,,,,,,,,,,,
180,180,1871.025513,1858.750244,177.2081303,177.1570243,2.79186969,2.842975709,177.3936368,177.3922875,2.606363178,2.607712547,,,,,,,,,,,
