x_pixel, y_pixel, x_real, y_real, distored_x, distored_y, pred_x, pred_y, error_x, error_y
1281.4505615234375, 1134.3948974609375, 180, 120, 195.4816373247008, 127.50931120927137, 181.8922871092799, 120.12444558195182, -1.8922871092798914, -0.12444558195181799
1394.48828125, 1128.769287109375, 200, 120, 215.94370747915573, 127.11123949373724, 200.52738642293974, 119.79070416543598, -0.5273864229397418, 0.209295834564017
177.6334991455078, 1228.642578125, 0, 130, -5.658229807536866, 138.46394858155995, -0.2869053478513237, 129.76304540920566, 0.2869053478513237, 0.23695459079434045
291.25390625, 1228.580810546875, 20, 130, 15.087673722077653, 139.0572180842689, 18.414829611156755, 130.33516489210896, 1.5851703888432453, -0.3351648921089634
410.1352233886719, 1227.018798828125, 40, 130, 36.774638261677914, 139.40933744596552, 37.990379768818016, 130.69078615827496, 2.0096202311819837, -0.6907861582749604
533.7562255859375, 1224.45068359375, 60, 130, 59.30284962926675, 139.60631345310648, 58.35135409236278, 130.90742559647876, 1.648645907637217, -0.9074255964787596
659.0643920898438, 1221.7943115234375, 80, 130, 82.109874776549, 139.79621925375284, 78.99049243278616, 131.11838742650943, 1.009507567213845, -1.118387426509429
785.9668579101562, 1218.022216796875, 100, 130, 105.18383828398383, 139.79513534487887, 99.89791525748713, 131.15646330149542, 0.10208474251287214, -1.156463301495421
913.2750854492188, 1214.1810302734375, 120, 130, 128.30268269043077, 139.78387376523744, 120.87248814404636, 131.18540622071328, -0.8724881440463577, -1.1854062207132756
1040.1153564453125, 1208.98046875, 140, 130, 151.3164008789532, 139.5277548902917, 141.77718932536538, 130.99135824944955, -1.7771893253653843, -0.9913582494495472
1163.6956787109375, 1203.530517578125, 160, 130, 173.71416631028703, 139.2102545555541, 162.14662962092035, 130.74013784761485, -2.1466296209203506, -0.7401378476148466
1283.0191650390625, 1196.5888671875, 180, 130, 195.3271436719936, 138.60490392769583, 181.82326181160664, 130.22504096099206, -1.823261811606642, -0.22504096099206095
1396.238037109375, 1190.11181640625, 200, 130, 215.81168868064603, 138.0506256711075, 200.49265752621005, 129.75405975744235, -0.49265752621005277, 0.24594024255765135
181.9272918701172, 1289.4544677734375, 0, 140, -5.146707445965467, 149.3701050985165, 0.09989458908043503, 139.65332574605625, -0.09989458908043503, 0.3466742539437462
294.47344970703125, 1290.322021484375, 20, 140, 15.381866369988126, 150.11669077218863, 18.619923653405237, 140.37074732220483, 1.3800763465947625, -0.370747322204835
413.50469970703125, 1289.277099609375, 40, 140, 37.075728220662405, 150.554830582533, 38.21743161270956, 140.81104780198189, 1.7825683872904392, -0.8110478019818856
536.3077392578125, 1288.8541259765625, 60, 140, 59.425142702607786, 151.12318694263467, 58.43248708547296, 141.3716003059098, 1.5675129145270432, -1.3716003059097943
661.6082763671875, 1286.21826171875, 80, 140, 82.21137753222008, 151.30921559121452, 79.07026176751823, 141.58585096200588, 0.9297382324817676, -1.5858509620058783
787.954345703125, 1282.1463623046875, 100, 140, 105.16669270959183, 151.2445239220768, 99.88768153424594, 141.57242513672375, 0.11231846575405768, -1.5724251367237514
915.2570190429688, 1278.5341796875, 120, 140, 128.2638286015201, 151.26680348250426, 120.8601354057309, 141.63850132559088, -0.860135405730901, -1.6385013255908802
1041.211669921875, 1273.1314697265625, 140, 140, 151.09939493931833, 150.96326439931224, 141.62013101204246, 141.40711206993137, -1.6201310120424637, -1.4071120699313724
1164.842529296875, 1267.333740234375, 160, 140, 173.49019482180157, 150.577664612213, 161.99971919550552, 141.09971469251963, -1.99971919550552, -1.0997146925196262
1283.1990966796875, 1259.7344970703125, 180, 140, 194.91558878479637, 149.84458596574558, 181.52066053904633, 140.47295251618897, -1.5206605390463324, -0.4729525161889683
1396.0843505859375, 1251.860595703125, 200, 140, 215.333775854538, 149.0348582948161, 200.1424932075824, 139.77358734508067, -0.14249320758239037, 0.22641265491932927
186.41122436523438, 1349.02783203125, 0, 150, -4.59577089136612, 160.03851811291702, 0.5245067204978078, 149.34359793193528, -0.5245067204978078, 0.6564020680647218
298.81524658203125, 1350.9637451171875, 20, 150, 15.885248895152667, 160.967841399222, 19.01552012355038, 150.23365983403025, 0.984479876449619, -0.2336598340302487
416.1501770019531, 1352.0662841796875, 40, 150, 37.24193079305003, 161.77295962185593, 38.322523413505735, 151.01374942201772, 1.6774765864942651, -1.0137494220177246
538.7166137695312, 1351.216796875, 60, 150, 59.532136849708365, 162.25631476183227, 58.5008790709699, 151.50387694737196, 1.4991209290300986, -1.503876947371964
663.91455078125, 1348.9588623046875, 80, 150, 82.27900707605913, 162.5018684306469, 79.11977790028793, 151.77893065900483, 0.8802220997120713, -1.7789306590048284
790.0886840820312, 1345.9736328125, 100, 150, 105.1779365816423, 162.6227342573799, 99.90318065681029, 151.940963828402, 0.09681934318970775, -1.9409638284020048
916.8784790039062, 1341.93017578125, 120, 150, 128.16570732924487, 162.55843889318865, 120.79348602809576, 151.93442696744967, -0.7934860280957565, -1.9344269674496672
1042.9866943359375, 1336.3892822265625, 140, 150, 151.01120947229967, 162.22456965480387, 141.5794846569408, 151.68140069705933, -1.5794846569407923, -1.6814006970593312
1165.6964111328125, 1329.248779296875, 160, 150, 173.2264384399504, 161.5894118633905, 161.8145214011045, 151.15138452296142, -1.814521401104514, -1.151384522961422
1283.3690185546875, 1321.10302734375, 180, 150, 194.51536347032862, 160.75046949536858, 181.2257612516633, 150.43243302979252, -1.2257612516633003, -0.4324330297925201
1395.180908203125, 1312.4227294921875, 200, 150, 214.73018779662232, 159.7872479332712, 199.67516552679615, 149.59670998932413, 0.3248344732038504, 0.40329001067587456
192.58367919921875, 1407.996337890625, 0, 160, -3.7352509313586957, 170.59089296552867, 1.2302243015392555, 158.94436768258967, -1.2302243015392555, 1.0556323174103284
302.5550537109375, 1410.52880859375, 20, 160, 16.28335789343096, 171.60666114614992, 19.31769622482758, 159.91877242310585, 0.6823037751724215, 0.08122757689415039
419.8349304199219, 1412.959228515625, 40, 160, 37.60631583168752, 172.640417681555, 38.60865176999887, 160.91406249060978, 1.3913482300011282, -0.9140624906097798
541.4843139648438, 1413.0008544921875, 60, 160, 59.707172863755986, 173.27021087334464, 58.6313763147417, 161.54409729099535, 1.3686236852582994, -1.544097290995353
