run_id, degree,r2_x,r2_y,mae_x,mae_y,rmse_x,rmse_y, r2_mean, mae_mean, rmse_mean
16_27_Center_3_10, 3, 0.9999906445355204, 0.9999919357865551, 0.14432894606205168, 0.1330605019218397, 0.1852116890438801, 0.1719557577726087, 0.9999912901610377, 0.1386947239919457, 0.1785837234082444
8_28_Center_1_20, 1, 0.9994487033252767, 0.9994478179471328, 1.1071940539352831, 1.0902792688616862, 1.4849871039484206, 1.422908123239155, 0.9994482606362047, 1.0987366613984846, 1.4539476135937877
21_29_Corner_3_20, 3, 0.999989459803221, 0.9999906725929701, 0.1604941571324377, 0.14303599054371277, 0.20533092099421543, 0.1849337514966379, 0.9999900661980956, 0.15176507383807525, 0.19513233624542667
31_30_Corner_1_20, 1, 0.9994293155701969, 0.9994167738141853, 1.1311049377421394, 1.1128449964093032, 1.510873164502132, 1.4623597418741052, 0.999423044692191, 1.1219749670757213, 1.4866164531881187
15_31_Corner_3_10, 3, 0.9999911060388665, 0.9999923249296686, 0.14069589885884615, 0.1297268888007235, 0.18058568831117058, 0.16775554997783476, 0.9999917154842676, 0.1352113938297848, 0.17417061914450266
28_32_Center_3_10, 3, 0.9999907829135174, 0.999992203782561, 0.14308511021177017, 0.13278583933983415, 0.1838368400767991, 0.16907433456724277, 0.9999914933480392, 0.13793547477580215, 0.17645558732202093
1_33_Corner_1_10, 1, 0.9993878142162612, 0.9993896881482922, 1.1356863702841977, 1.1306180709012994, 1.498226020012388, 1.4959311892358806, 0.9993887511822768, 1.1331522205927484, 1.4970786046241344
14_34_Center_1_10, 1, 0.9993907030646779, 0.9993913716685239, 1.1280992096299653, 1.1305020320433863, 1.4946868444084611, 1.4938665319942466, 0.9993910373666008, 1.1293006208366758, 1.4942766882013538
22_35_Center_3_20, 3, 0.9999883505503783, 0.9999900132115512, 0.17029968279846594, 0.15034295660242764, 0.2158652322331316, 0.191358888772646, 0.9999891818809648, 0.16032131970044677, 0.2036120605028888
32_36_Center_1_20, 1, 0.9993555593272697, 0.9993346110336324, 1.2198277127880046, 1.1815588883406416, 1.605541245474947, 1.5619729649862297, 0.9993450851804511, 1.200693300564323, 1.5837571052305883
